_id,date,site,parameter,index_value,description,health_advisory,health_effects
404,2016-01-20,Liberty 2,PM25(2),51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
405,2016-01-20,Harrison Township,NO2,27,Good,,
406,2016-01-20,Flag Plaza,PM10,23,Good,,
407,2016-01-20,Lincoln,PM25,44,Good,,
408,2016-01-20,Lawrenceville 2,SO2,13,Good,,
409,2016-01-20,North Braddock,SO2,3,Good,,
410,2016-01-20,Parkway East,PM25T,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
411,2016-01-20,South Fayette,SO2,7,Good,,
412,2016-01-21,Parkway East,CO,9,Good,,
413,2016-01-21,Glassport High Street,PM10,14,Good,,
414,2016-01-21,Parkway East,NO2,29,Good,,
415,2016-01-21,Flag Plaza,PM10,21,Good,,
416,2016-01-21,Lincoln,PM25,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
417,2016-01-21,Lawrenceville 2,CO,4,Good,,
418,2016-01-21,Lawrenceville,OZONE,19,Good,,
419,2016-01-21,Liberty 2,PM10,14,Good,,
420,2016-01-21,Flag Plaza,CO,0,Good,,
421,2016-01-21,Lawrenceville,PM25B,67,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
422,2016-01-21,Avalon,SO2,4,Good,,
423,2016-01-21,Liberty,SO2,4,Good,,
424,2016-01-21,Harrison Township,NO2,28,Good,,
425,2016-01-21,North Braddock,SO2,3,Good,,
426,2016-01-21,North Braddock,PM10B,28,Good,,
427,2016-01-21,Lincoln,PM10,15,Good,,
428,2016-01-21,Liberty 2,PM25(2),50,Good,,
429,2016-01-21,Parkway East,PM25T,73,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
430,2016-01-21,Lawrenceville 2,SO2,5,Good,,
431,2016-01-21,South Fayette,SO2,4,Good,,
432,2016-01-22,Parkway East,CO,7,Good,,
433,2016-01-22,Glassport High Street,PM10,12,Good,,
434,2016-01-22,Lawrenceville,PM25B,60,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
435,2016-01-22,Avalon,SO2,9,Good,,
436,2016-01-22,Liberty,SO2,4,Good,,
437,2016-01-22,Lawrenceville 2,CO,7,Good,,
438,2016-01-22,Lawrenceville,OZONE,31,Good,,
439,2016-01-22,Liberty 2,PM10,13,Good,,
440,2016-01-22,Harrison Township,NO2,26,Good,,
441,2016-01-22,Lincoln,PM25,39,Good,,
442,2016-01-22,North Braddock,SO2,4,Good,,
443,2016-01-22,Flag Plaza,PM10,22,Good,,
444,2016-01-22,North Braddock,PM10B,31,Good,,
445,2016-01-22,Liberty 2,PM25(2),38,Good,,
446,2016-01-22,Parkway East,PM25T,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
447,2016-01-22,Lawrenceville 2,SO2,9,Good,,
448,2016-01-22,South Fayette,SO2,6,Good,,
449,2016-01-22,Flag Plaza,CO,0,Good,,
450,2016-01-22,Parkway East,NO2,23,Good,,
451,2016-01-22,Lincoln,PM10,17,Good,,
452,2016-01-23,Flag Plaza,CO,0,Good,,
453,2016-01-23,Parkway East,PM25T,13,Good,,
454,2016-01-23,Avalon,SO2,1,Good,,
455,2016-01-23,Liberty,SO2,1,Good,,
456,2016-01-23,Harrison Township,NO2,9,Good,,
457,2016-01-23,Lincoln,PM25,15,Good,,
458,2016-01-23,North Braddock,SO2,1,Good,,
459,2016-01-23,Flag Plaza,PM10,15,Good,,
460,2016-01-23,Lawrenceville 2,CO,2,Good,,
461,2016-01-23,Liberty 2,PM10,8,Good,,
462,2016-01-23,Parkway East,CO,4,Good,,
463,2016-01-23,Lawrenceville,OZONE,31,Good,,
464,2016-01-23,Glassport High Street,PM10,6,Good,,
465,2016-01-23,Parkway East,NO2,18,Good,,
466,2016-01-23,Lincoln,PM10,9,Good,,
467,2016-01-23,Liberty 2,PM25(2),20,Good,,
468,2016-01-23,North Braddock,PM10B,24,Good,,
469,2016-01-23,Lawrenceville,PM25B,14,Good,,
470,2016-01-23,Lawrenceville 2,SO2,1,Good,,
471,2016-01-23,South Fayette,SO2,1,Good,,
472,2016-01-24,Parkway East,CO,9,Good,,
473,2016-01-24,Lawrenceville,OZONE,23,Good,,
474,2016-01-24,Glassport High Street,PM10,15,Good,,
475,2016-01-24,Lawrenceville,PM25B,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
476,2016-01-24,Lawrenceville 2,CO,6,Good,,
477,2016-01-24,Liberty 2,PM10,37,Good,,
478,2016-01-24,Avalon,SO2,6,Good,,
479,2016-01-24,Lincoln,PM10,19,Good,,
480,2016-01-24,Liberty,SO2,47,Good,,
481,2016-01-24,Flag Plaza,CO,0,Good,,
482,2016-01-24,Liberty 2,PM25(2),103,Unhealthy for Sensitive Groups,"People with heart or lung disease, older adults, and children should reduce prolonged or heavy exertion.","Increasing likelihood of respiratory symptoms in sensitive individuals, aggravation of heart or lung disease and premature mortality in people with cardiopulmonary disease and older adults."
483,2016-01-24,Parkway East,PM25T,62,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
484,2016-01-24,Harrison Township,NO2,31,Good,,
485,2016-01-24,Parkway East,NO2,33,Good,,
486,2016-01-24,North Braddock,SO2,39,Good,,
487,2016-01-24,South Fayette,SO2,6,Good,,
488,2016-01-24,Flag Plaza,PM10,9,Good,,
489,2016-01-24,North Braddock,PM10B,36,Good,,
490,2016-01-24,Lincoln,PM25,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
491,2016-01-24,Lawrenceville 2,SO2,7,Good,,
492,2016-01-25,Lawrenceville 2,CO,14,Good,,
493,2016-01-25,Parkway East,NO2,31,Good,,
494,2016-01-25,Lawrenceville,OZONE,27,Good,,
495,2016-01-25,Liberty 2,PM10,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
496,2016-01-25,Glassport High Street,PM10,42,Good,,
497,2016-01-25,Lincoln,PM10,60,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
498,2016-01-25,Flag Plaza,PM10,19,Good,,
499,2016-01-25,Parkway East,CO,15,Good,,
500,2016-01-25,Lawrenceville,PM25B,68,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
501,2016-01-25,Avalon,SO2,4,Good,,
502,2016-01-25,Liberty,SO2,60,Moderate,,
503,2016-01-25,South Fayette,SO2,3,Good,,
504,2016-01-25,Harrison Township,NO2,28,Good,,
505,2016-01-25,Liberty 2,PM25(2),124,Unhealthy for Sensitive Groups,"People with heart or lung disease, older adults, and children should reduce prolonged or heavy exertion.","Increasing likelihood of respiratory symptoms in sensitive individuals, aggravation of heart or lung disease and premature mortality in people with cardiopulmonary disease and older adults."
506,2016-01-25,North Braddock,SO2,23,Good,,
507,2016-01-25,Flag Plaza,CO,0,Good,,
508,2016-01-25,Parkway East,PM25T,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
509,2016-01-25,Lawrenceville 2,SO2,10,Good,,
510,2016-01-25,North Braddock,PM10B,48,Good,,
511,2016-01-25,Lincoln,PM25,119,Unhealthy for Sensitive Groups,"People with heart or lung disease, older adults, and children should reduce prolonged or heavy exertion.","Increasing likelihood of respiratory symptoms in sensitive individuals, aggravation of heart or lung disease and premature mortality in people with cardiopulmonary disease and older adults."
512,2016-01-26,Lawrenceville 2,CO,5,Good,,
513,2016-01-26,Lawrenceville,OZONE,29,Good,,
514,2016-01-26,Liberty 2,PM10,49,Good,,
515,2016-01-26,Lincoln,PM25,46,Good,,
516,2016-01-26,Parkway East,PM25T,48,Good,,
517,2016-01-26,Parkway East,CO,7,Good,,
518,2016-01-26,Harrison Township,OZONE,25,Good,,
519,2016-01-26,Flag Plaza,PM10,19,Good,,
520,2016-01-26,Avalon,SO2,3,Good,,
521,2016-01-26,North Braddock,SO2,34,Good,,
522,2016-01-26,North Braddock,PM10B,43,Good,,
523,2016-01-26,Liberty 2,PM25(2),55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
524,2016-01-26,Glassport High Street,PM10,38,Good,,
525,2016-01-26,South Fayette,SO2,1,Good,,
526,2016-01-26,Flag Plaza,CO,0,Good,,
527,2016-01-26,Lawrenceville 2,SO2,3,Good,,
528,2016-01-26,Harrison Township,NO2,14,Good,,
529,2016-01-26,Parkway East,NO2,23,Good,,
530,2016-01-26,Lincoln,PM10,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
531,2016-01-26,Liberty,SO2,31,Good,,
532,2016-01-26,Lawrenceville,PM25B,38,Good,,
533,2016-01-27,Harrison Township,NO2,23,Good,,
534,2016-01-27,Lincoln,PM25,26,Good,,
535,2016-01-27,Liberty 2,PM25(2),41,Good,,
536,2016-01-27,North Braddock,SO2,6,Good,,
537,2016-01-27,North Braddock,PM10B,19,Good,,
538,2016-01-27,Parkway East,PM25T,34,Good,,
539,2016-01-27,Liberty,SO2,14,Good,,
540,2016-01-27,South Fayette,SO2,1,Good,,
541,2016-01-27,Parkway East,CO,6,Good,,
542,2016-01-27,Harrison Township,OZONE,24,Good,,
543,2016-01-27,Flag Plaza,PM10,11,Good,,
544,2016-01-27,Avalon,SO2,4,Good,,
545,2016-01-27,Lawrenceville,OZONE,21,Good,,
546,2016-01-27,Glassport High Street,PM10,6,Good,,
547,2016-01-27,Lawrenceville,PM25B,36,Good,,
548,2016-01-27,Lawrenceville 2,CO,4,Good,,
549,2016-01-27,Parkway East,NO2,25,Good,,
550,2016-01-27,Liberty 2,PM10,14,Good,,
551,2016-01-27,Lincoln,PM10,14,Good,,
552,2016-01-27,Flag Plaza,CO,0,Good,,
553,2016-01-27,Lawrenceville 2,SO2,4,Good,,
554,2016-01-28,Parkway East,CO,12,Good,,
555,2016-01-28,Harrison Township,OZONE,28,Good,,
556,2016-01-28,Flag Plaza,PM10,12,Good,,
557,2016-01-28,Lincoln,PM25,48,Good,,
558,2016-01-28,Avalon,SO2,1,Good,,
559,2016-01-28,Lawrenceville 2,CO,4,Good,,
560,2016-01-28,Liberty 2,PM10,19,Good,,
561,2016-01-28,Lincoln,PM10,17,Good,,
562,2016-01-28,South Fayette,SO2,1,Good,,
563,2016-01-28,Liberty,SO2,16,Good,,
564,2016-01-28,Lawrenceville,PM25B,33,Good,,
565,2016-01-28,Flag Plaza,CO,0,Good,,
566,2016-01-28,Lawrenceville 2,SO2,2,Good,,
567,2016-01-28,North Braddock,SO2,19,Good,,
568,2016-01-28,Harrison Township,NO2,23,Good,,
569,2016-01-28,Parkway East,NO2,27,Good,,
570,2016-01-28,Parkway East,PM25T,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
571,2016-01-28,Lawrenceville,OZONE,25,Good,,
572,2016-01-28,Glassport High Street,PM10,12,Good,,
573,2016-01-28,North Braddock,PM10B,31,Good,,
574,2016-01-28,Liberty 2,PM25(2),53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
575,2016-01-29,Lincoln,PM10,19,Good,,
576,2016-01-29,Lawrenceville 2,CO,3,Good,,
577,2016-01-29,Lawrenceville,OZONE,24,Good,,
578,2016-01-29,Liberty 2,PM10,15,Good,,
579,2016-01-29,Lawrenceville,PM25B,40,Good,,
580,2016-01-29,Parkway East,CO,7,Good,,
581,2016-01-29,Avalon,SO2,4,Good,,
582,2016-01-29,Harrison Township,OZONE,27,Good,,
583,2016-01-29,Flag Plaza,PM10,13,Good,,
584,2016-01-29,Lincoln,PM25,30,Good,,
585,2016-01-29,North Braddock,PM10B,29,Good,,
586,2016-01-29,Parkway East,PM25T,28,Good,,
587,2016-01-29,Liberty 2,PM25(2),40,Good,,
588,2016-01-29,Lawrenceville 2,SO2,4,Good,,
589,2016-01-29,South Fayette,SO2,1,Good,,
590,2016-01-29,Flag Plaza,CO,0,Good,,
591,2016-01-29,Glassport High Street,PM10,9,Good,,
592,2016-01-29,Liberty,SO2,13,Good,,
593,2016-01-29,Harrison Township,NO2,26,Good,,
594,2016-01-29,Parkway East,NO2,28,Good,,
595,2016-01-29,North Braddock,SO2,3,Good,,
596,2016-01-30,Liberty 2,PM25(2),66,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
597,2016-01-30,Flag Plaza,PM10,15,Good,,
598,2016-01-30,Lincoln,PM10,18,Good,,
599,2016-01-30,North Braddock,SO2,47,Good,,
600,2016-01-30,South Fayette,SO2,0,Good,,
601,2016-01-30,Parkway East,CO,12,Good,,
602,2016-01-30,Glassport High Street,PM10,16,Good,,
603,2016-01-30,Lawrenceville 2,CO,5,Good,,
604,2016-01-30,Lawrenceville,OZONE,29,Good,,
605,2016-01-30,Liberty 2,PM10,23,Good,,
606,2016-01-30,North Braddock,PM10B,36,Good,,
607,2016-01-30,Harrison Township,NO2,24,Good,,
608,2016-01-30,Parkway East,NO2,27,Good,,
609,2016-01-30,Lincoln,PM25,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
610,2016-01-30,Parkway East,PM25T,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
611,2016-01-30,Lawrenceville 2,SO2,2,Good,,
612,2016-01-30,Lawrenceville,PM25B,46,Good,,
613,2016-01-30,Flag Plaza,CO,0,Good,,
614,2016-01-30,Harrison Township,OZONE,32,Good,,
615,2016-01-30,Avalon,SO2,1,Good,,
616,2016-01-30,Liberty,SO2,34,Good,,
617,2016-01-31,Flag Plaza,PM10,17,Good,,
618,2016-01-31,North Braddock,PM10B,38,Good,,
619,2016-01-31,Lincoln,PM25,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
620,2016-01-31,Lawrenceville 2,SO2,2,Good,,
621,2016-01-31,South Fayette,SO2,1,Good,,
622,2016-01-31,North Braddock,SO2,50,Good,,
623,2016-01-31,Parkway East,CO,6,Good,,
624,2016-01-31,Harrison Township,OZONE,41,Good,,
625,2016-01-31,Avalon,SO2,1,Good,,
626,2016-01-31,Liberty,SO2,44,Good,,
627,2016-01-31,Lincoln,PM10,30,Good,,
628,2016-01-31,Liberty 2,PM25(2),82,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
629,2016-01-31,Lawrenceville 2,CO,6,Good,,
630,2016-01-31,Liberty 2,PM10,32,Good,,
631,2016-01-31,Lawrenceville,PM25B,38,Good,,
632,2016-01-31,Flag Plaza,CO,0,Good,,
633,2016-01-31,Lawrenceville,OZONE,41,Good,,
634,2016-01-31,Glassport High Street,PM10,13,Good,,
635,2016-01-31,Parkway East,PM25T,45,Good,,
636,2016-01-31,Harrison Township,NO2,28,Good,,
637,2016-01-31,Parkway East,NO2,26,Good,,
638,2016-02-01,Lincoln,PM10,28,Good,,
639,2016-02-01,South Fayette,SO2,1,Good,,
640,2016-02-01,Flag Plaza,PM10,15,Good,,
641,2016-02-01,North Braddock,PM10B,36,Good,,
642,2016-02-01,Flag Plaza,CO,0,Good,,
643,2016-02-01,Harrison Township,OZONE,28,Good,,
644,2016-02-01,Lincoln,PM25,44,Good,,
645,2016-02-01,Lawrenceville,PM25B,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
646,2016-02-01,Parkway East,PM25T,47,Good,,
647,2016-02-01,Avalon,SO2,1,Good,,
648,2016-02-01,North Braddock,SO2,20,Good,,
649,2016-02-01,Liberty 2,PM25(2),36,Good,,
650,2016-02-01,Harrison Township,NO2,24,Good,,
651,2016-02-01,Parkway East,NO2,23,Good,,
652,2016-02-01,Liberty,SO2,27,Good,,
653,2016-02-01,Lawrenceville 2,SO2,2,Good,,
654,2016-02-01,Lawrenceville 2,CO,4,Good,,
655,2016-02-01,Liberty 2,PM10,31,Good,,
656,2016-02-01,Parkway East,CO,11,Good,,
657,2016-02-01,Lawrenceville,OZONE,30,Good,,
658,2016-02-01,Glassport High Street,PM10,9,Good,,
659,2016-02-02,Lawrenceville,PM25B,44,Good,,
660,2016-02-02,Flag Plaza,CO,0,Good,,
661,2016-02-02,Avalon,SO2,1,Good,,
662,2016-02-02,Harrison Township,OZONE,35,Good,,
663,2016-02-02,Lincoln,PM10,26,Good,,
664,2016-02-02,South Fayette,SO2,3,Good,,
665,2016-02-02,Parkway East,CO,10,Good,,
666,2016-02-02,Liberty 2,PM25(2),32,Good,,
667,2016-02-02,Lawrenceville 2,SO2,2,Good,,
668,2016-02-02,Flag Plaza,PM10,19,Good,,
669,2016-02-02,North Braddock,PM10B,21,Good,,
670,2016-02-02,Lincoln,PM25,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
671,2016-02-02,Lawrenceville 2,CO,6,Good,,
672,2016-02-02,Harrison Township,NO2,21,Good,,
673,2016-02-02,Parkway East,NO2,27,Good,,
674,2016-02-02,Lawrenceville,OZONE,28,Good,,
675,2016-02-02,Liberty 2,PM10,9,Good,,
676,2016-02-02,Parkway East,PM25T,33,Good,,
677,2016-02-02,North Braddock,SO2,4,Good,,
678,2016-02-02,Glassport High Street,PM10,10,Good,,
679,2016-02-02,Liberty,SO2,1,Good,,
680,2016-02-03,Lincoln,PM10,17,Good,,
681,2016-02-03,South Fayette,SO2,0,Good,,
682,2016-02-03,North Braddock,PM10B,19,Good,,
